Tag;Datum;Zeit;Hallennummer;Inhalt Tooltip Halle;Spielnummer;Liga;Staffelkurzbezeichnung;Heimmannschaft;Gastmannschaft;Ergebnis;Halbzeitergebnis;SR A; Verein SR A; SR B; Verein SR B; SR C; Verein SR C; SR D; Verein SR D
Sat.;15.12.2018;18:30;240140;Hemau, Tangrintel-Halle;24013444;BZL M;Bezirksliga Staffel Ost;HG Hemau/Beratzhausen;FC Neunburg v.W.;="0:0";="0:0";;;;;;;;
Sat.;15.12.2018;19:00;240144;Herzogenaurach, Sporthalle Mittelschule;24013045;BZL M;Bezirksliga Staffel West;TS Herzogenaurach II;SG DJK Erlangen/Baiersdorf;="0:0";="0:0";;;;;;;;
Sat.;15.12.2018;19:00;240465;Winkelhaid, Dr. Dietmar-Trautmann-Sportanlage;20021090;LLF;Landesliga Staffel N;TSV Winkelhaid;SG DJK Rimpar;="0:0";="0:0";;;;;;;;
Sat.;15.12.2018;19:30;240040;Cham, Jos.-v.-Frauenhofer Gymnasium;20011091;LLM;Landesliga Staffel N;ASV 1863 Cham;TG Heidingsfeld;="0:0";="0:0";;;;;;;;
Sat.;15.12.2018;20:00;240301;Oberviechtach, Sporthalle Gymnasium;24014228;BZK M;Bezirksklasse Staffel Mitte;HV Oberviechtach II;SG Auerbach/Pegnitz III;="0:0";="0:0";;;;;;;;
Sun.;16.12.2018;12:30;240145;Herzogenaurach, Sporthalle Gymnasium;20021091;LLF;Landesliga Staffel N;TS Herzogenaurach II;TV Gundelfingen;="0:0";="0:0";;;;;;;;
Sun.;16.12.2018;13:00;240465;Winkelhaid, Dr. Dietmar-Trautmann-Sportanlage;20063432;ÜBL WC;ÜBL Nordost 2;JSG Nürnberger Land;HG im TV 1861 Amberg e.V.;="0:0";="0:0";;;;;;;;
Sun.;16.12.2018;14:30;240145;Herzogenaurach, Sporthalle Gymnasium;20020091;BY F;Bayernliga;TS Herzogenaurach;HSG Freising-Neufahrn;="0:0";="0:0";;;;;;;;
Sun.;16.12.2018;14:30;240260;Nabburg, Sporthalle Gymnasium;24014227;BZK M;Bezirksklasse Staffel Mitte;Nabburg/Schwarzenfeld II;TV Wackersdorf;="0:0";="0:0";;;;;;;;
Sun.;16.12.2018;14:30;240460;Wackersdorf, Schulsporthalle;20043340;ÜBL MC;ÜBL Ost;TV Wackersdorf;HG im TV 1861 Amberg e.V.;="0:0";="0:0";;;;;;;;
Sun.;16.12.2018;15:00;240465;Winkelhaid, Dr. Dietmar-Trautmann-Sportanlage;24023026;BZL F;Bezirksliga Staffel West;TSV Winkelhaid II;HC Hersbruck e.V;="0:0";="0:0";;;;;;;;
Sun.;16.12.2018;16:00;240361;Schwandorf, Oberpfalz-Halle;24012061;BZOL M;Bezirksoberliga;SG Naabtal;TV Erl.-Bruck III;="0:0";="0:0";;;;;;;;
Sun.;16.12.2018;16:30;240145;Herzogenaurach, Sporthalle Gymnasium;24012065;BZOL M;Bezirksoberliga;TS Herzogenaurach;SG Regensburg II;="0:0";="0:0";;;;;;;;
Sun.;16.12.2018;18:00;240361;Schwandorf, Oberpfalz-Halle;24022061;BZOL F;Bezirksoberliga;SG Naabtal;TV Erl.-Bruck;="0:0";="0:0";;;;;;;;
Sat.;22.12.2018;18:00;240005;Auerbach, Helmut-Ott-Halle;20011081;LLM;Landesliga Staffel N;SG Auerbach/Pegnitz;HG Kunstadt;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20020101;BY F;Bayernliga;HC Erlangen;ASV Dachau;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20035006;BY MB;Bayernliga;TV 77 Lauf;HSG Gröbenzell-Olching;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20045001;BY WB;Bayernliga;ESV 27 Regensbg.;VfL SF Bad Neust;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;24014231;BZK M;Bezirksklasse Staffel Mitte;HC Sulzb.Rosenb. III;DJK Weiden;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;24024222;BZK F;Bezirksklasse Staffel Mitte;SG Rohr/Pavelsbach III;HG im TV 1861 Amberg e.V. II;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;24024417;BZK F;Bezirksklasse Staffel Ost;Schierling/Langquaid;DJK Weiden;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;24024416;BZK F;Bezirksklasse Staffel Ost;Mintraching/Neutraubling III;SV Obertraubling II;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;24014823;BZK M;Bezirksklasse Staffel Süd;Schierling/Langquaid;TSV Neutraubling II;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;24014030;BZK M;Bezirksklasse Staffel West;HSG SGS Erl/HC Niederl III;TV 1881 Altdorf II;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;24024023;BZK F;Bezirksklasse Staffel West;HSG Pyrbaum/Seligenporten II;SG DJK Erlangen/Baiersdorf;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;24014031;BZK M;Bezirksklasse Staffel West;SV Buckenhofen II;SC Uttenreuth;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;24024022;BZK F;Bezirksklasse Staffel West;SC Eltersdorf II;HSG SGS Erl/HC Niederl;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;24013449;BZL M;Bezirksliga Staffel Ost;HC Sulzb.Rosenb. II;ATSV Kelheim e.V;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;24013447;BZL M;Bezirksliga Staffel Ost;ESV 27 Regensbg. II;FC Neunburg v.W.;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;24023431;BZL F;Bezirksliga Staffel Ost;HC Sulzb.Rosenb. II;ATSV Kelheim e.V;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;24013448;BZL M;Bezirksliga Staffel Ost;HC Weiden II;SV Obertraubling;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;24023430;BZL F;Bezirksliga Staffel Ost;HC Weiden;Mintraching/Neutraubling II;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;24013048;BZL M;Bezirksliga Staffel West;HG Eckental;HC Hersbruck e.V;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;24023031;BZL F;Bezirksliga Staffel West;SV Buckenhofen;DJK SV Berg;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;24013046;BZL M;Bezirksliga Staffel West;TSV Röthenbach;TS Herzogenaurach II;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;24013050;BZL M;Bezirksliga Staffel West;SG DJK Erlangen/Baiersdorf;HC Forchheim II;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;24023029;BZL F;Bezirksliga Staffel West;SC Eltersdorf;SpVgg Diepersd.;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;24013049;BZL M;Bezirksliga Staffel West;SV Buckenhofen;HG im TV 1861 Amberg e.V.;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;24012069;BZOL M;Bezirksoberliga;HC Erlangen III;TV 1881 Altdorf;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;24022069;BZOL F;Bezirksoberliga;HG Eckental;TV 1881 Altdorf;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;24022070;BZOL F;Bezirksoberliga;SG Rohr/Pavelsbach;HG im TV 1861 Amberg e.V.;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;24012070;BZOL M;Bezirksoberliga;HC Weiden;TSV Neutraubling;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;24012068;BZOL M;Bezirksoberliga;ESV 27 Regensbg.;SG Regensburg II;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;24022068;BZOL F;Bezirksoberliga;TSV Röthenbach;FC Neunburg v.W.;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20011096;LLM;Landesliga Staffel N;HC Sulzb.Rosenb.;HSG Lauf/Heroldsberg;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20021105;LLF;Landesliga Staffel N;ESV 27 Regensbg. II;Post SV Nbg;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20021104;LLF;Landesliga Staffel N;HC Sulzb.Rosenb.;SC 04 Schwabach;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20056003;LL WB;Landesliga Staffel Nord;HC Forchheim;TV Eibach 03;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20031009;LL MA;Landesliga Staffel Nord;HC Erlangen;MTV Stadeln;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20061003;LL WC;Landesliga Staffel Nord;HC Sulzb.Rosenb.;TV Eibach 03;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20051000;LL WA;Landesliga Staffel Nord;HC Sulzb.Rosenb.;HV Oberviechtach;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20036006;LL MB;Landesliga Staffel Nord;ESV 27 Regensbg.;TSV Haunstetten;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20061001;LL WC;Landesliga Staffel Nord;HC Forchheim;HSV Bergtheim;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20058348;ÜBL WB;ÜBL Mitte;TSV 04 Feucht;HSG Rednitzgrund;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20043445;ÜBL MC;ÜBL Mitte;SC Eltersdorf;SG Rohr/Pavelsbach;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20058345;ÜBL WB;ÜBL Mitte;SC Eltersdorf;1.FCN Handball II;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20038338;ÜBL MB;ÜBL Mitte;SV Buckenhofen;SG Kernfranken;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20033330;ÜBL MA;ÜBL Mitte;SV Buckenhofen;SG Kernfranken II;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20058137;ÜBL WB;ÜBL Nord;SV Buckenhofen;SG Auerbach/Pegnitz;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20043145;ÜBL MC;ÜBL Nord 1;HC Forchheim;HSG SGS Erl/HC Niederl;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20043146;ÜBL MC;ÜBL Nord 1;HC Erlangen III;HC 03 Bamberg;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20043147;ÜBL MC;ÜBL Nord 1;SV Buckenhofen;TS Coburg;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20038228;ÜBL MB;ÜBL Nord-Ost;TV 77 Lauf II;HC Erlangen III;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20038229;ÜBL MB;ÜBL Nord-Ost;TSV 04 Feucht II;Tuspo Heroldsberg;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20063438;ÜBL WC;ÜBL Nordost 2;HSG Pyrbaum/Seligenporten;DJK SV Berg;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20063436;ÜBL WC;ÜBL Nordost 2;DJK Weiden;DJK Neumarkt;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20063437;ÜBL WC;ÜBL Nordost 2;HC Hersbruck e.V;HG Eckental;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20063029;ÜBL WC;ÜBL Nordwest;HC Erlangen II;HSG SGS Erl/HC Niederl;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20058239;ÜBL WB;ÜBL Ost;Schierling/Langquaid;ATSV Kelheim e.V;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20038439;ÜBL MB;ÜBL Ost;TSV Neutraubling;TV Altötting;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20043345;ÜBL MC;ÜBL Ost;HC Weiden;HC Sulzb.Rosenb. II;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20043347;ÜBL MC;ÜBL Ost;TSV 04 Feucht;FC Neunburg v.W.;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20037242;ÜBOL MB;ÜBOL Mitte;HC Forchheim;MTV Stadeln;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20037243;ÜBOL MB;ÜBOL Mitte;HC Erlangen II;JSG Fürther Land;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20042154;ÜBOL MC;ÜBOL Mitte-Nord;TV 77 Lauf;TSV Hof 1861;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20042152;ÜBOL MC;ÜBOL Mitte-Nord;HC Erlangen II;TS Herzogenaurach;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20052230;ÜBOL WA;ÜBOL Mitte-Ost;SpVgg Diepersd.;TV Wackersdorf;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20052229;ÜBOL WA;ÜBOL Mitte-Ost;HC Hersbruck e.V;DJK SV Berg;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;240263;Neunburg v. W., Hauptschulturnhalle;20057137;ÜBOL WB;ÜBOL Nordost;FC Neunburg v.W.;TV 1886 Ebersd.;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20032153;ÜBOL MA;ÜBOL Nordost;ATSV Kelheim e.V;HG im TV 1861 Amberg e.V.;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20057139;ÜBOL WB;ÜBOL Nordost;HG Eckental;HSG Pyrbaum/Seligenporten;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20062128;ÜBOL WC;ÜBOL Nordost;SV Buckenhofen;SG Regensburg;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20037132;ÜBOL MB;ÜBOL Nordost;HC Sulzb.Rosenb.;SG Auerbach/Pegnitz;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20032053;ÜBOL MA;ÜBOL Nordwest;HC Forchheim;TV Großlangheim;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;00:00;;;20042232;ÜBOL MC;ÜBOL Ost;ESV 27 Regensbg.;TSV 1861 Mainburg;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;13:00;240465;Winkelhaid, Dr. Dietmar-Trautmann-Sportanlage;20063439;ÜBL WC;ÜBL Nordost 2;JSG Nürnberger Land;TV Hilpoltstein;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;13:15;240363;Schwarzenfeld, Mehrzweckhalle im Sportpark;20058238;ÜBL WB;ÜBL Ost;Nabburg/Schwarzenfeld;SSG Metten;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;14:15;240460;Wackersdorf, Schulsporthalle;20043348;ÜBL MC;ÜBL Ost;TV Wackersdorf;ATSV Kelheim e.V;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;14:45;240140;Hemau, Tangrintel-Halle;20063345;ÜBL WC;ÜBL Nordost 1;HG Hemau/Beratzhausen;SG Post/Süd Regensburg;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;15:00;240144;Herzogenaurach, Sporthalle Mittelschule;20038339;ÜBL MB;ÜBL Mitte;TS Herzogenaurach;HC Erlangen IV;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;15:00;240465;Winkelhaid, Dr. Dietmar-Trautmann-Sportanlage;20043349;ÜBL MC;ÜBL Ost;JSG Nürnberger Land;HG im TV 1861 Amberg e.V.;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;15:00;240363;Schwarzenfeld, Mehrzweckhalle im Sportpark;20043346;ÜBL MC;ÜBL Ost;Nabburg/Schwarzenfeld;SG Regensburg;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;15:30;240040;Cham, Jos.-v.-Frauenhofer Gymnasium;24023432;BZL F;Bezirksliga Staffel Ost;ASV 1863 Cham;TS Regensburg;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;16:00;240301;Oberviechtach, Sporthalle Gymnasium;24014229;BZK M;Bezirksklasse Staffel Mitte;HV Oberviechtach II;DJK Neumarkt;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;16:00;240460;Wackersdorf, Schulsporthalle;20032151;ÜBOL MA;ÜBOL Nordost;TV Wackersdorf;SG Auerbach/Pegnitz;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;16:30;240140;Hemau, Tangrintel-Halle;24023429;BZL F;Bezirksliga Staffel Ost;HG Hemau/Beratzhausen;SG Regensburg II;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;16:30;240144;Herzogenaurach, Sporthalle Mittelschule;20057039;ÜBOL WB;ÜBOL Nordwest;TS Herzogenaurach;TV Gunzenhausen;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;17:00;240024;Bad Kötzting, Sporthalle am Schulzentrum;24014822;BZK M;Bezirksklasse Staffel Süd;TV Bad Kötzting;SG Regensburg III;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;17:00;240465;Winkelhaid, Dr. Dietmar-Trautmann-Sportanlage;24013047;BZL M;Bezirksliga Staffel West;TSV Winkelhaid;SG Auerbach/Pegnitz II;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;17:00;240300;Obertraubling, Leo Graß Sportzentrum;20058237;ÜBL WB;ÜBL Ost;SV Obertraubling;HSG Berching/Pollanten;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;17:15;240363;Schwarzenfeld, Mehrzweckhalle im Sportpark;24022072;BZOL F;Bezirksoberliga;Nabburg/Schwarzenfeld;TV Erl.-Bruck;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;17:30;240040;Cham, Jos.-v.-Frauenhofer Gymnasium;24013450;BZL M;Bezirksliga Staffel Ost;ASV 1863 Cham II;TS Regensburg;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;18:00;240301;Oberviechtach, Sporthalle Gymnasium;24022067;BZOL F;Bezirksoberliga;HV Oberviechtach;SG Regensburg;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;18:00;240145;Herzogenaurach, Sporthalle Gymnasium;24012067;BZOL M;Bezirksoberliga;TS Herzogenaurach;HSG SGS Erl/HC Niederl;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;18:00;240005;Auerbach, Helmut-Ott-Halle;20011095;LLM;Landesliga Staffel N;SG Auerbach/Pegnitz;HSV Hochfranken;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;18:00;240366;Spardorf, Sporthalle im Schulzentrum;20033329;ÜBL MA;ÜBL Mitte;SC Uttenreuth;TV Roßtal II;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;18:30;240140;Hemau, Tangrintel-Halle;24013446;BZL M;Bezirksliga Staffel Ost;HG Hemau/Beratzhausen;HV Oberviechtach;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;19:00;240465;Winkelhaid, Dr. Dietmar-Trautmann-Sportanlage;20021100;LLF;Landesliga Staffel N;TSV Winkelhaid;TS Herzogenaurach II;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;19:15;240363;Schwarzenfeld, Mehrzweckhalle im Sportpark;24012072;BZOL M;Bezirksoberliga;Nabburg/Schwarzenfeld;TV Erl.-Bruck III;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;19:30;240040;Cham, Jos.-v.-Frauenhofer Gymnasium;20011098;LLM;Landesliga Staffel N;ASV 1863 Cham;TV Münchberg;="0:0";="0:0";;;;;;;;
Sat.;26.01.2019;20:00;240145;Herzogenaurach, Sporthalle Gymnasium;24014029;BZK M;Bezirksklasse Staffel West;TS Herzogenaurach III;HSG SGS Erl/HC Niederl II;="0:0";="0:0";;;;;;;;
Sun.;27.01.2019;10:00;240040;Cham, Jos.-v.-Frauenhofer Gymnasium;20042233;ÜBOL MC;ÜBOL Ost;JHG Regendreieck;SSG Metten;="0:0";="0:0";;;;;;;;
Sun.;27.01.2019;11:00;240465;Winkelhaid, Dr. Dietmar-Trautmann-Sportanlage;20038230;ÜBL MB;ÜBL Nord-Ost;JSG Nürnberger Land;SpV Mögeldorf;="0:0";="0:0";;;;;;;;
Sun.;27.01.2019;11:00;240363;Schwarzenfeld, Mehrzweckhalle im Sportpark;20062129;ÜBOL WC;ÜBOL Nordost;Nabburg/Schwarzenfeld;HC Weiden;="0:0";="0:0";;;;;;;;
Sun.;27.01.2019;12:45;240363;Schwarzenfeld, Mehrzweckhalle im Sportpark;20052228;ÜBOL WA;ÜBOL Mitte-Ost;Nabburg/Schwarzenfeld;HC Weiden;="0:0";="0:0";;;;;;;;
Sun.;27.01.2019;13:00;240020;Burglengenfeld, Johann-Michael-Fischer-Gymnasium;20063349;ÜBL WC;ÜBL Nordost 1;SG Naabtal;FC Neunburg v.W.;="0:0";="0:0";;;;;;;;
Sun.;27.01.2019;13:00;240465;Winkelhaid, Dr. Dietmar-Trautmann-Sportanlage;20052130;ÜBOL WA;ÜBOL Mitte;JSG Nürnberger Land;TV Roßtal;="0:0";="0:0";;;;;;;;
Sun.;27.01.2019;14:00;240301;Oberviechtach, Sporthalle Gymnasium;20042231;ÜBOL MC;ÜBOL Ost;HV Oberviechtach;HC Hersbruck e.V;="0:0";="0:0";;;;;;;;
Sun.;27.01.2019;14:30;240260;Nabburg, Sporthalle Gymnasium;24014230;BZK M;Bezirksklasse Staffel Mitte;Nabburg/Schwarzenfeld II;SG Auerbach/Pegnitz III;="0:0";="0:0";;;;;;;;
Sun.;27.01.2019;14:45;240140;Hemau, Tangrintel-Halle;20057138;ÜBOL WB;ÜBOL Nordost;HG Hemau/Beratzhausen;TV Hilpoltstein;="0:0";="0:0";;;;;;;;
Sun.;27.01.2019;15:00;240465;Winkelhaid, Dr. Dietmar-Trautmann-Sportanlage;24023030;BZL F;Bezirksliga Staffel West;TSV Winkelhaid II;HSG Berching/Pollanten;="0:0";="0:0";;;;;;;;
Sun.;27.01.2019;15:00;240020;Burglengenfeld, Johann-Michael-Fischer-Gymnasium;24012071;BZOL M;Bezirksoberliga;SG Naabtal;HC Forchheim;="0:0";="0:0";;;;;;;;
Sun.;27.01.2019;16:00;240361;Schwandorf, Oberpfalz-Halle;24024223;BZK F;Bezirksklasse Staffel Mitte;SG Naabtal II;SG DJK Erlangen/Baiersdorf II;="0:0";="0:0";;;;;;;;
Sun.;27.01.2019;16:00;240301;Oberviechtach, Sporthalle Gymnasium;20037131;ÜBOL MB;ÜBOL Nordost;HV Oberviechtach;DJK Neumarkt;="0:0";="0:0";;;;;;;;
Sun.;27.01.2019;16:30;240140;Hemau, Tangrintel-Halle;20032152;ÜBOL MA;ÜBOL Nordost;HG Hemau/Beratzhausen;JHG Regendreieck;="0:0";="0:0";;;;;;;;
Sun.;27.01.2019;17:00;240020;Burglengenfeld, Johann-Michael-Fischer-Gymnasium;24014824;BZK M;Bezirksklasse Staffel Süd;SG Naabtal II;TB 03 Roding;="0:0";="0:0";;;;;;;;
Sun.;27.01.2019;18:00;240361;Schwandorf, Oberpfalz-Halle;24022071;BZOL F;Bezirksoberliga;SG Naabtal;HC Forchheim;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20045007;BY WB;Bayernliga;HC Erlangen;HSG Würm-Mitte;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20010099;BY M;Bayernliga;SG Regensburg;VfL Günzburg;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20020111;BY F;Bayernliga;Mintraching/Neutraubling;MTV Stadeln;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20035014;BY MB;Bayernliga;HC Erlangen;SG DJK Rimpar;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;20060009;BY WC;Bayernliga;HC Erlangen;Schwabmünchen;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;24024224;BZK F;Bezirksklasse Staffel Mitte;HSG SGS Erl/HC Niederl II;Nabburg/Schwarzenfeld II;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;24014232;BZK M;Bezirksklasse Staffel Mitte;DJK Neumarkt;Nabburg/Schwarzenfeld II;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;240002;Amberg, Gregor-Mendel-Gymnasium;24024226;BZK F;Bezirksklasse Staffel Mitte;HG im TV 1861 Amberg e.V. II;SG DJK Erlangen/Baiersdorf II;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;24014234;BZK M;Bezirksklasse Staffel Mitte;DJK Weiden;HG im TV 1861 Amberg e.V. II;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;24024419;BZK F;Bezirksklasse Staffel Ost;TSV Bad Abbach;ESV 27 Regensbg. III;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;24014826;BZK M;Bezirksklasse Staffel Süd;TSV Neutraubling II;TB 03 Roding;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;24024026;BZK F;Bezirksklasse Staffel West;SC Eltersdorf II;HSG Pyrbaum/Seligenporten II;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;24014033;BZK M;Bezirksklasse Staffel West;HC Hersbruck e.V II;SV Buckenhofen II;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;24014032;BZK M;Bezirksklasse Staffel West;HSG SGS Erl/HC Niederl II;HSG SGS Erl/HC Niederl III;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;24024025;BZK F;Bezirksklasse Staffel West;TV Hilpoltstein;SG Rohr/Pavelsbach II;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;24024024;BZK F;Bezirksklasse Staffel West;HSG SGS Erl/HC Niederl;TV 77 Lauf;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;240263;Neunburg v. W., Hauptschulturnhalle;24013452;BZL M;Bezirksliga Staffel Ost;FC Neunburg v.W.;HC Weiden II;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;24023433;BZL F;Bezirksliga Staffel Ost;Mintraching/Neutraubling II;HC Sulzb.Rosenb. II;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;24023034;BZL F;Bezirksliga Staffel West;SC Eltersdorf;HSG Pyrbaum/Seligenporten;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;24023032;BZL F;Bezirksliga Staffel West;SpVgg Diepersd.;TSV Winkelhaid II;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;24013055;BZL M;Bezirksliga Staffel West;TSV Röthenbach;SG DJK Erlangen/Baiersdorf;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;24013052;BZL M;Bezirksliga Staffel West;SG Auerbach/Pegnitz II;HG Eckental;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;24023033;BZL F;Bezirksliga Staffel West;HC Hersbruck e.V;SV Buckenhofen;="0:0";="0:0";;;;;;;;
Sat.;02.02.2019;00:00;;;24013053;BZL M;Bezirksliga Staffel West;HC Hersbruck e.V;SV Buckenhofen;="0:0";="0:0";;;;;;;;
